market_key,commodity,market,district,state,variety,observed_date,minimum_price,maximum_price,modal_price,unit,source
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-03-15,400.0,800.0,600.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-03-16,400.0,1000.0,700.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-03-21,400.0,800.0,600.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-03-22,400.0,800.0,600.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-03-23,400.0,800.0,600.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-03-24,400.0,800.0,600.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-03-26,400.0,800.0,600.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-03-28,300.0,1000.0,650.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-03-30,400.0,1200.0,800.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-03-31,600.0,1200.0,900.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-01,800.0,1200.0,1000.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-02,600.0,1400.0,1000.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-04,600.0,1400.0,1000.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-05,500.0,1300.0,900.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-06,400.0,1200.0,800.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-07,500.0,1200.0,1000.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-08,400.0,1200.0,800.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-09,400.0,1000.0,700.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-13,400.0,1000.0,700.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-14,600.0,1500.0,1050.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-15,600.0,1300.0,950.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-16,400.0,1000.0,700.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-19,400.0,1200.0,800.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-20,400.0,800.0,600.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-21,400.0,1400.0,900.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-22,500.0,1200.0,850.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-23,600.0,1000.0,800.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-26,600.0,1000.0,800.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-27,600.0,1200.0,900.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-28,600.0,1000.0,800.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-04-30,400.0,1200.0,1000.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-06-01,300.0,1000.0,700.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-06-02,300.0,1000.0,650.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-06-03,300.0,1000.0,650.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-06-04,500.0,1000.0,750.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-06-06,600.0,1000.0,800.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-06-08,300.0,1000.0,650.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-06-09,400.0,800.0,600.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-06-15,400.0,1000.0,700.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-06-16,300.0,1000.0,650.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-06-17,400.0,1000.0,700.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-06-18,400.0,1000.0,700.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-06-23,400.0,1000.0,700.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-06-25,400.0,1000.0,700.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-06-29,400.0,800.0,600.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
tomato-pune-local,Tomato,Pune,Pune,Maharashtra,Local,2021-06-30,400.0,1000.0,700.0,INR/quintal,AGMARKNET / Directorate of Marketing and Inspection
